"trailName","dist.","elevation","routeType","ratingCount","keywords","difficulty","avgRating"
"East Ridge - Long Valley Trail Loop",4.2,515,"Loop",107,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|river|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Upper Rustic Garapito Loop Trail",7.2,1348,"Loop",97,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|bugs|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Summit Trail",7,2099,"Out & Back",82,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|trailrunning|walking|cave|views|wildflowers|wildlife|bugs|scramble|nodogs","HARD|HARD|HARD|HARD",4.5
"Cosumnes River Walk Trail",3.1,16,"Loop",148,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|fishing|hiking|naturetrips|trailrunning|walking|lake|river|views|wildflowers|wildlife|bugs|muddy|nodogs","EASY|EASY|EASY|EASY",4
"Telescope Peak Trail",12,3323,"Out & Back",68,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|rockclimbing|trailrunning|walking|forest|views|wildflowers|snow|nodogs","HARD|HARD|HARD|HARD",5
"Crooked Lakes Trail to Penner Lake",6,718,"Out & Back",72,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|backpacking|birding|camping|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|views|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ocean View Trail and Canyon View Trail",4.2,1069,"Loop",110,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|beach|views|waterfall|wildflowers|wildlife|overgrown","MODERATE|MODERATE|MODERATE|MODERATE",4
"Glacier Lakes Trail",7.1,1207,"Out & Back",41,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|backpacking|camping|hiking|trailrunning|walking|forest|lake|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Stough Canyon Trail",6.7,1791,"Loop",125,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Little Canyon Loop",2.2,400,"Loop",91,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Coastal and Fox Trails Loop",6.3,1676,"Loop",74,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|walking|river|views|wildflowers|wildlife|oldgrowth|noshade|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Tenaya Lake Trail",3.4,196,"Out & Back",27,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|walking|beach|forest|lake|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Penitencia Creek Trail",3.5,262,"Out & Back",117,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|lake|river|views|wildlife|nodogs","EASY|EASY|EASY|EASY",4
"Mission Viejo's Oso Creek Trail",3.2,150,"Loop",136,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Monrovia Canyon Waterfall Trail",1.4,311,"Out & Back",105,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|partiallypaved|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Fort Point - Baker Beach Coast Trail",3.9,793,"Out & Back",53,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|surfing|trailrunning|walking|beach","EASY|EASY|EASY|EASY",4.5
"Whitney Canyon Park Trail",2.9,255,"Out & Back",148,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|trailrunning|walking|forest|river|views|wildflowers|blowdown","EASY|EASY|EASY|EASY",4
"Santa Rosa Plateau Trail to Monument Hill",6,442,"Loop",136,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|hiking|mountainbiking|naturetrips|trailrunning|walking|river|views|wildflowers|wildlife|overgrown|rocky|washedout|nodogs","EASY|EASY|EASY|EASY",4.5
"Serrano Ridge West Canyon Trail Loop",6.7,1010,"Loop",113,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|views|wildflowers|wildlife|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Annadel State Park North Loop Trail",12.7,1879,"Loop",106,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|river|views|wildflowers|wildlife|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Packsaddle Cave Trail",5,1706,"Out & Back",103,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|hiking|trailrunning|walking|cave|forest|river|views|wildlife|overgrown","HARD|HARD|HARD|HARD",4.5
"Sitton Peak Truck Trail",10.4,2142,"Out & Back",123,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Boucher Trail and Palomar Mountain Loop",8.7,1519,"Loop",77,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildlife|overgrown|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Kubota Trail and Toyen Trail Loop",3.7,774,"Loop",126,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Cheeseboro Canyon Trail",10.4,1122,"Loop",128,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Fern Canyon Trail",8.3,826,"Loop",106,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|camping|hiking|naturetrips|walking|forest|river|views|waterfall|wildflowers|wildlife|bugs|muddy|oldgrowth|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Muir Woods: Ben Johnson to Dipsea Trail Loop",3.9,987,"Loop",84,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|oldgrowth|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Bulldog Loop Trail",14.6,3018,"Loop",98,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|cave|forest|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Stream Trail to Redwood Peak and West Ridge Trail",6,1112,"Loop",99,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Little Baldy Trail",3.3,793,"Out & Back",84,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",5
"Canyon Creek Lakes & L Lake Trail",16.2,3858,"Out & Back",40,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|backpacking|birding|camping|fishing|hiking|horsebackriding|naturetrips|snowshoeing|trailrunning|walking|beach|forest|lake|river|views|waterfall|wildflowers|wildlife|bugs|muddy|rocky|snow","MODERATE|MODERATE|MODERATE|MODERATE",5
"Guajome Regional Park Trail",4.3,200,"Loop",168,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|river|views|wildflowers","EASY|EASY|EASY|EASY",4
"Big Dalton Dam Trail",2.6,331,"Out & Back",103,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|blowdown|overgrown","EASY|EASY|EASY|EASY",4
"Dry Creek Trail",3.5,42,"Out & Back",156,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|forest|river|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Mori Point and Sweeney Ridge Loop Trail via Skyline College",9.5,2263,"Loop",106,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|beach|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Rhus Ridge and Creek Trail Loop",6,1571,"Loop",107,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|hiking|naturetrips|trailrunning|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Andrew Molera Beach Trail to Creamery Meadows Trail",2.3,68,"Out & Back",74,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|beach|river|views|nodogs","EASY|EASY|EASY|EASY",4.5
"Emerald Point Trail",4.4,521,"Out & Back",57,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|naturetrips|trailrunning|walking|beach|forest|lake|views|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Chimney Rock Trail",1.9,269,"Out & Back",71,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|mountainbiking|naturetrips|walking|beach|views|wildflowers|nodogs","EASY|EASY|EASY|EASY",4.5
"Tamarack Lake",7.4,895,"Out & Back",49,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|camping|hiking|naturetrips|snowshoeing|lake|views|wildlife|snow|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Valley Floor Loop Trail",20.1,1217,"Loop",81,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|roadbiking|trailrunning|walking|river|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Islip Saddle to Little Jimmy Campground and Mt. Islip",6.3,1669,"Out & Back",71,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|hiking|naturetrips|walking|forest|views|wildflowers|wildlife|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Big Meadow to Dardanelles Lake via Tahoe Rim Trail",7.3,1358,"Out & Back",91,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|camping|hiking|naturetrips|snowshoeing|trailrunning|walking|forest|lake|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Saddle Peak via the Backbone Trail",9.2,2283,"Out & Back",80,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|rockclimbing|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Oakzanita Peak Trail",5.4,1158,"Out & Back",105,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|walking|views|wildflowers|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Floating Island & Cathedral Lakes Trail",4.7,1197,"Out & Back",58,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|trailrunning|lake|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Andreas Canyon",1,173,"Loop",99,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|walking|river|views|waterfall|wildflowers|wildlife|rocky|nodogs","EASY|EASY|EASY|EASY",4.5
"China Flat Trail",5.2,1269,"Loop",117,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ano Nuevo Point Trail",4.2,170,"Loop",93,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|walking|beach|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Zabriskie Point",0.4,49,"Out & Back",74,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|walking|views|nodogs","EASY|EASY|EASY|EASY",4.5
"Scenic and Overlook Trails Loop",2.7,413,"Loop",91,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|hiking|mountainbiking|trailrunning|walking|beach|views|nodogs","EASY|EASY|EASY|EASY",4.5
" Ortega Falls ",0.3,16,"Out & Back",111,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|rockclimbing|walking|forest|waterfall|rocky","EASY|EASY|EASY|EASY",3.5
"Harkins Ridge Trail to Craig Britton Trail to Purisima Creek Trail ",7.6,1663,"Loop",81,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|forest|river|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"John S Brooks Memorial Trail",5.4,987,"Loop",140,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|mountainbiking|naturetrips|trailrunning|walking|lake|views","EASY|EASY|EASY|EASY",4
"Valley View Overlook ",1.8,554,"Out & Back",81,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|walking|forest|river|views|waterfall|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Dry Creek Trail Loop",3.3,370,"Loop",130,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4
"Schabarum Trail",3.6,1000,"Loop",136,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Illilouette Falls Trail",4.9,1453,"Out & Back",44,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|walking|forest|river|views|waterfall|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mosaic Canyon Trail",3.5,1049,"Out & Back",108,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|naturetrips|walking|wildlife|rocky|nodogs","EASY|EASY|EASY|EASY",4.5
"Mystic Canyon and Upper Monroe Trail",8.9,2506,"Out & Back",98,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|hiking|mountainbiking|trailrunning|walking|views","HARD|HARD|HARD|HARD",4.5
"Indian Pools Trail",4.3,636,"Loop",71,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|fishing|hiking|naturetrips|walking|forest|lake|river|views|wildflowers|wildlife|rocky|scramble|snow","EASY|EASY|EASY|EASY",4.5
"Big Basin and Castle Rock Loop",7.1,1161,"Loop",83,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Ben Overturff Trail",6.5,1624,"Loop",100,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|walking|forest|river|views|wildflowers|wildlife|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Nicholas Flat Trail",6.9,2047,"Loop",111,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|beach|lake|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Dante's View Trail",1.6,360,"Out & Back",56,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|walking|views|nodogs","EASY|EASY|EASY|EASY",4.5
"Eagle Rock Trail",0.7,239,"Out & Back",101,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|hiking|naturetrips|snowshoeing|walking|forest|views","EASY|EASY|EASY|EASY",4.5
"Tin Mine Canyon Trail [CLOSED]",4.5,715,"Out & Back",131,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|walking|views|wildflowers|wildlife|closed","EASY|EASY|EASY|EASY",4
"Chollas Lake Park",2.1,157,"Loop",124,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|trailrunning|walking|lake|rocky","EASY|EASY|EASY|EASY",4.5
"Oat Hill Mine Trail",12.4,2365,"Out & Back",106,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|rocky","HARD|HARD|HARD|HARD",4.5
"Calaveras North Grove Trail",1.4,75,"Loop",109,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|hiking|naturetrips|walking|forest|nodogs","EASY|EASY|EASY|EASY",4.5
"Sycamore Crest Trail",1.5,498,"Out & Back",110,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Carlon Falls Trail",2.8,200,"Out & Back",102,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|walking|forest|river|waterfall|nodogs","EASY|EASY|EASY|EASY",4.5
"Fall Creek to Lime Kilns Trail",4.8,744,"Loop",102,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|river|views|blowdown|historicsite|nodogs","EASY|EASY|EASY|EASY",4.5
"Taylor Mountain: Western to Eastern Route",5,1322,"Loop",189,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4
"Lake Winnemucca from Carson Pass via Pacific Crest Trail",5.1,629,"Out & Back",81,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|backpacking|birding|camping|crosscountryskiing|hiking|horsebackriding|snowshoeing|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mount Pinos Trail",3.6,515,"Out & Back",113,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|camping|crosscountryskiing|hiking|mountainbiking|naturetrips|snowshoeing|trailrunning|walking|forest|views|wildflowers|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Wildcat Canyon Loop",7.2,862,"Loop",107,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|backpacking|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Horsethief Canyon Trail",3.3,498,"Out & Back",129,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Ten Lakes Trail",12.4,3021,"Out & Back",42,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|hiking|naturetrips|walking|forest|lake|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Indian Joe Creek Trail",5.3,1207,"Loop",99,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|river|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Fullerton Panorama Trail",2.8,305,"Loop",132,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views","EASY|EASY|EASY|EASY",4
"Calabasas Peak Trail",4.8,1223,"Out & Back",80,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views","MODERATE|MODERATE|MODERATE|MODERATE",4
"Santa Ysabel Preserve West Trail",5.6,1174,"Loop",114,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|horsebackriding|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Dragon's Back",3.1,551,"Loop",105,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|mountainbiking|trailrunning|views|bugs|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Bane Canyon Loop Trail",5.8,754,"Loop",113,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Mount El Sombroso Loop Trail via Lime Kiln Trail",11.7,2936,"Loop",86,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"San Vicente Mountain: Old Nike Missile Site Trail",10,1414,"Out & Back",97,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Bayview Trail to Velma Lakes",9.9,2378,"Out & Back",55,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|hiking|naturetrips|walking|forest|lake|views|wildflowers|wildlife|bugs|snow|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"South Lykken Trail",7.3,2257,"Out & Back",120,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|bugs|rocky|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Quarry Park Loop Trail",4,1089,"Loop",129,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
